报告 / 報吿 / bàogào,Report / newspaper / bàogào,报告,報吿,bàogào,报告  bàogào,Report,newspaper,bàogào,,,,
也许 / 也許 / yěxǔ,Maybe / maybe / y许x 也,也许,也許,yěxǔ,也许  yěxǔ,Maybe,maybe,y许x,也,,,
动 / 動 / dòng,Move / move / dòng,动,動,dòng,动  dòng,Move,move,dòng,,,,
产品 / 產品 / chǎnpǐn,Product / product / chǎnpǐn,产品,產品,chǎnpǐn,产品  chǎnpǐn,Product,product,chǎnpǐn,,,,
事业 / 事業 / shìyè,Career / career / shìyè,事业,事業,shìyè,事业  shìyè,Career,career,shìyè,,,,
报道 / 報導 / bàodào,Report / Report / Bàodào,报道,報導,bàodào,报道  bàodào,Report,Report,Bàodào,,,,
青年 / 青年 / qīngnián,Youth / Youth / qīngnián,青年,青年,qīngnián,青年  qīngnián,Youth,Youth,qīngnián,,,,
台 / 含 / tái,Taiwan / including / tái,台,含,tái,台  tái,Taiwan,including,tái,,,,
服务 / 服務 / fúwù,Service / service / fúwù,服务,服務,fúwù,服务  fúwù,Service,service,fúwù,,,,
之前 / 之前 / zhīqián,Previous / before / zhīqián,之前,之前,zhīqián,之前  zhīqián,Previous,before,zhīqián,,,,
行 / 行 / xíng,Ring / line / xíng,行,行,xíng,行  xíng,Ring,line,xíng,,,,
责任 / 責任 / zérèn,Responsibility / Responsibility / Zérèn,责任,責任,zérèn,责任  zérèn,Responsibility,Responsibility,Zérèn,,,,
造成 / 造成 / zàochéng,Cause / cause / zàochéng,造成,造成,zàochéng,造成  zàochéng,Cause,cause,zàochéng,,,,
态度 / 態度 / tàidu,Attitude / Attitude / Tàidu,态度,態度,tàidu,态度  tàidu,Attitude,Attitude,Tàidu,,,,
电影 / 電影 / diànyǐng,Movie / movie / diànyǐng,电影,電影,diànyǐng,电影  diànyǐng,Movie,movie,diànyǐng,,,,
过来 / 過來 / guòlái,Come here / come over / guòlái,过来,過來,guòlái,过来  guòlái,Come,here,come,over,guòlái,,
花 / 花 / huā,Flower / flower / huā,花,花,huā,花  huā,Flower,flower,huā,,,,
使用 / 使用 / shǐyòng,Use / use / shǐyòng,使用,使用,shǐyòng,使用  shǐyòng,Use,use,shǐyòng,,,,
以上 / 以上 / yǐshàng,Above / above / yǐshàng,以上,以上,yǐshàng,以上  yǐshàng,Above,above,yǐshàng,,,,
文学 / 文學 / wénxué,Literature / Literature / Wénxué,文学,文學,wénxué,文学  wénxué,Literature,Literature,Wénxué,,,,
信息 / 信息 / xìnxī,Information / information / xìnī,信息,信息,xìnxī,信息  xìnxī,Information,information,xìnī,,,,
离开 / 離開 / líkāi,Leave / leave / líkāi,离开,離開,líkāi,离开  líkāi,Leave,leave,líkāi,,,,
千 / 千 / qiān,Thousands of / Qiān,千,千,qiān,千  qiān,Thousands,of,Qiān,,,,
数 / 數 / shù,Number / / shù,数,數,shù,数  shù,Number,shù,,,,,
妇女 / 婦女 / fùnǚ,Women / Women / Fùn女,妇女,婦女,fùnǚ,妇女  fùnǚ,Women,Women,Fùn女,,,,
"转 / 轉 / zhuǎn, zhuàn","Turn / turn / zhuǎn, zhuàn",转,,zhuàn,转  zhuàn,Turn,turn,"zhuǎn,",zhuàn,,,
约 / 約 / yuē,About / yuē,约,約,yuē,约  yuē,About,yuē,,,,,
帮 / 幫 / bāng,Help / Ben / Bāng,帮,幫,bāng,帮  bāng,Help,Ben,Bāng,,,,
分 / 分 / fēn,Point / fēn,分,分,fēn,分  fēn,Point,fēn,,,,,
严重 / 嚴重 / yánzhòng,Severe / severe / yánzhòng,严重,嚴重,yánzhòng,严重  yánzhòng,Severe,severe,yánzhòng,,,,
妈 / 媽 / mā,Mom / Mom / Mā,妈,媽,mā,妈  mā,Mom,Mom,Mā,,,,
人物 / 人物 / rénwù,Character / character / rénwù,人物,人物,rénwù,人物  rénwù,Character,character,rénwù,,,,
留 / 留 / liú,Leave / stay / liú,留,留,liú,留  liú,Leave,stay,liú,,,,
无法 / 無法 / wúfǎ,Can't / wúfǎ,无法,無法,wúfǎ,无法  wúfǎ,Can't,wúfǎ,,,,,
终于 / 終於 / zhōngyú,Finally / finally / zhōngyú,终于,終於,zhōngyú,终于  zhōngyú,Finally,finally,zhōngyú,,,,
理论 / 理論 / lǐlùn,Theory / theory / lǐlùn,理论,理論,lǐlùn,理论  lǐlùn,Theory,theory,lǐlùn,,,,
革命 / 革命 / gémìng,Revolution / Revolution / Gémìng,革命,革命,gémìng,革命  gémìng,Revolution,Revolution,Gémìng,,,,
面对 / 面對 / miànduì,Facing / faced / miànduì,面对,面對,miànduì,面对  miànduì,Facing,faced,miànduì,,,,
换 / 換 / huàn,Change / change / huàn,换,換,huàn,换  huàn,Change,change,huàn,,,,
行动 / 行動 / xíngdòng,Action / Action / Xíngdòng,行动,行動,xíngdòng,行动  xíngdòng,Action,Action,Xíngdòng,,,,
象 / 象 / xiàng,Elephant / image / xiàng,象,象,xiàng,象  xiàng,Elephant,image,xiàng,,,,
父母 / 父母 / fùmǔ,Parent / Parent / Fùm母,父母,父母,fùmǔ,父母  fùmǔ,Parent,Parent,Fùm母,,,,
加 / 加 / jiā,Add / plus / jiā,加,加,jiā,加  jiā,Add,plus,jiā,,,,
年轻 / 年輕 / niánqīng,Young / young / niánqīng,年轻,年輕,niánqīng,年轻  niánqīng,Young,young,niánqīng,,,,
大 / 大 / dà,Big / Dà,大,大,dà,大  dà,Big,Dà,,,,,
海 / 海 / hǎi,Sea / Sea / Hǎi,海,海,hǎi,海  hǎi,Sea,Sea,Hǎi,,,,
性 / 性 / xìng,Sex / sex / xìng,性,性,xìng,性  xìng,Sex,sex,xìng,,,,
增加 / 增加 / zêngjiā,Increase / increase / zjngjiā,增加,增加,zêngjiā,增加  zêngjiā,Increase,increase,zjngjiā,,,,
坚持 / 堅持 / jiānchí,Perseverance / persistence / jiānchí,坚持,堅持,jiānchí,坚持  jiānchí,Perseverance,persistence,jiānchí,,,,
常 / 常 / cháng,Frequently / often / cháng,常,常,cháng,常  cháng,Frequently,often,cháng,,,,
收 / 收 / shōu,Collection / collection / shōu,收,收,shōu,收  shōu,Collection,collection,shōu,,,,
然而 / 然而 / rán’ér,But / but / rán’ér,然而,然而,rán’ér,然而  rán’ér,But,but,rán’ér,,,,
电视 / 電視 / diànshì,TV / TV / diànshì,电视,電視,diànshì,电视  diànshì,TV,TV,diànshì,,,,
明白 / 明白 / míngbái,Understand / understand / míngbái,明白,明白,míngbái,明白  míngbái,Understand,understand,míngbái,,,,
离 / 離 / lí,Li / Lí / lí,离,離,lí,离  lí,Far away,,,,,,
发表 / 發表 / fābiǎo,Published / posted / fābiǎo,发表,發表,fābiǎo,发表  fābiǎo,Published,posted,fābiǎo,,,,
市 / 市 / shì,City / city / shì,市,市,shì,市  shì,City,city,shì,,,,
困难 / 困難 / kùnnán,Difficulty / difficulty / kùnnán,困难,困難,kùnnán,困难  kùnnán,Difficulty,difficulty,kùnnán,,,,
非 / 非 / fēi,Non / non - / fēi,非,非,fēi,非  fēi,Non,non,-,fēi,,,
这儿 / 這兒 / zhèr,Here / here / zhèr,这儿,這兒,zhèr,这儿  zhèr,Here,here,zhèr,,,,
保持 / 保持 / bǎochí,Keep / hold / bǎochí,保持,保持,bǎochí,保持  bǎochí,Keep,hold,bǎochí,,,,
风 / 風 / fēng,Wind / wind / fēng,风,風,fēng,风  fēng,Wind,wind,fēng,,,,
取得 / 取得 / qǔdé,Get / get / q得dé,取得,取得,qǔdé,取得  qǔdé,Get,get,q得dé,,,,
双方 / 雙存 / shuāngfāng,Both parties / double deposit / shuāngfāng,双方,雙存,shuāngfāng,双方  shuāngfāng,Both,parties,double,deposit,shuāngfāng,,
差 / 差 / chà,Differential / chà,差,差,chà,差  chà,Differential,chà,,,,,
结构 / 結構 / jiégòu,Structure / structure / jiégòu,结构,結構,jiégòu,结构  jiégòu,Structure,structure,jiégòu,,,,
好像 / 野像 / hǎoxiàng,Seems / wild statue / hǎoxiàng,好像,野像,hǎoxiàng,好像  hǎoxiàng,Seems,wild,statue,hǎoxiàng,,,
教授 / 敎授 / jiàoshòu,Professor / 授 授 / jiàoshòu,教授,敎授,jiàoshòu,教授  jiàoshòu,Professor,授,授,jiàoshòu,,,
同意 / 同笔 / tóngyì,Agree / same pen / tóngyì,同意,同笔,tóngyì,同意  tóngyì,Agree,same,pen,tóngyì,,,
举行 / 舉行 / jǔxíng,Hold / hold / jnxíng,举行,舉行,jǔxíng,举行  jǔxíng,Hold,hold,jnxíng,,,,
来到 / 來到 / láidào,Come / come / láidào,来到,來到,láidào,来到  láidào,Come,come,láidào,,,,
农村 / 農村 / nóngcūn,Rural / Rural / Nóngcūn,农村,農村,nóngcūn,农村  nóngcūn,Rural,Rural,Nóngcūn,,,,
弄 / 弄 / nòng,Mo / N. / Nòng,弄,弄,nòng,弄  nòng,Mo,N.,Nòng,,,,
引起 / 引起 / yǐnqǐ,Cause / cause / yǐnqǐ,引起,引起,yǐnqǐ,引起  yǐnqǐ,Cause,cause,yǐnqǐ,,,,
汽车 / 汽車 / qìchē,Car / car / qìchē,汽车,汽車,qìchē,汽车  qìchē,Car,car,qìchē,,,,
晚 / 晚 / wǎn,Night / evening / wǎn,晚,晚,wǎn,晚  wǎn,Night,evening,wǎn,,,,
挺 / 挺 / tǐng,Ting / Ting / Tǐng,挺,挺,tǐng,挺  tǐng,quiet,,,,,,
共 / 共 / gòng,Together / Gòng,共,共,gòng,共  gòng,Together,Gòng,,,,,
曾经 / 曾經 / céngjīng,Once / once / céngjīng,曾经,曾經,céngjīng,曾经  céngjīng,Once,once,céngjīng,,,,
和平 / 和平 / hépíng,Peace / Peace / Hépíng,和平,和平,hépíng,和平  hépíng,Peace,Peace,Hépíng,,,,
规定 / 規定 / guīdìng,Regulations / regulations / guīdìng,规定,規定,guīdìng,规定  guīdìng,Regulations,regulations,guīdìng,,,,
利用 / 利用 / lìyòng,Use / use / lìyòng,利用,利用,lìyòng,利用  lìyòng,Use,use,lìyòng,,,,
重 / 重 / zhòng,Heavy / heavy / zhòng,重,重,zhòng,重  zhòng,Heavy,heavy,zhòng,,,,
女儿 / 女兒 / nǚ’ér,Daughter / daughter / nr ’ér,女儿,女兒,nǚ’ér,女儿  nǚ’ér,Daughter,daughter,nr,’ér,,,
目的 / 目的 / mùdì,Objective / Purpose / Mùdì,目的,目的,mùdì,目的  mùdì,Objective,Purpose,Mùdì,,,,
情 / 情 / qíng,Love / love / qíng,情,情,qíng,情  qíng,Love,love,qíng,,,,
提 / 提 / tí,Make / tí / tí,提,提,tí,提  tí,Make,tí,tí,,,,
首 / 首 / shǒu,First / Shou / Shǒu,首,首,shǒu,首  shǒu,First,Shou,Shǒu,,,,
记 / 記 / jì,Remember / jì,记,記,jì,记  jì,Remember,jì,,,,,
共同 / 共同 / gòngtóng,Common / common / gòngtóng,共同,共同,gòngtóng,共同  gòngtóng,Common,common,gòngtóng,,,,
东 / 東 / dōng,East / East / Dōng,东,東,dōng,东  dōng,East,East,Dōng,,,,
届 / 屆 / jiè,Session / Jiè,届,屆,jiè,届  jiè,Session,Jiè,,,,,
眼睛 / 眼睛 / yǎnjīng,Eyes / Eyes / Yǎnjīng,眼睛,眼睛,yǎnjīng,眼睛  yǎnjīng,Eyes,Eyes,Yǎnjīng,,,,
倒 / 倒 / dào,Infold / dào,倒,倒,dào,倒  dào,Infold,dào,,,,,
要求 / 要求 / yāoqiú,Requirement / Requirement / Yāoqiú,要求,要求,yāoqiú,要求  yāoqiú,Requirement,Requirement,Yāoqiú,,,,
爸爸 / 爸爸 / bàba,Dad / Dad / Bàba,爸爸,爸爸,bàba,爸爸  bàba,Dad,Dad,Bàba,,,,
价值 / 價值 / jiàzhí,Value / Value / Jiàzhí,价值,價值,jiàzhí,价值  jiàzhí,Value,Value,Jiàzhí,,,,
文 / 文 / wén,Text / text / wén,文,文,wén,文  wén,Text,text,wén,,,,
以来 / 以來 / yǐlái,Since / since / yǐlái,以来,以來,yǐlái,以来  yǐlái,Since,since,yǐlái,,,,
具体 / 具體 / jùtǐ,Specific / specific / jùxi,具体,具體,jùtǐ,具体  jùtǐ,Specific,specific,jùxi,,,,
总 / 總 / zǒng,Total / Total / Zǒng,总,總,zǒng,总  zǒng,Total,Total,Zǒng,,,,
那么 / 那麼 / nàme,Then / so / nàme,那么,那麼,nàme,那么  nàme,Then,so,nàme,,,,
过去 / 過去 / guòqu,Past / Past / Guòqu,过去,過去,guòqu,过去  guòqu,Past,Past,Guòqu,,,,
比赛 / 比賽 / bǐsài,Competition / competition / bǐsài,比赛,比賽,bǐsài,比赛  bǐsài,Competition,competition,bǐsài,,,,
飞 / 飛 / fēi,Fly / Fēi,飞,飛,fēi,飞  fēi,Fly,Fēi,,,,,
部分 / 部分 / bùfen,Part / part / bùfen,部分,部分,bùfen,部分  bùfen,Part,part,bùfen,,,,
联系 / 聯係 / liánxì,Contact / contact / liánxì,联系,聯係,liánxì,联系  liánxì,Contact,contact,liánxì,,,,
主任 / 主任 / zhǔrèn,Director / Director / ZH任rèn,主任,主任,zhǔrèn,主任  zhǔrèn,Director,Director,ZH任rèn,,,,
怎样 / 怎樣 / zěnyàng,How / what / zànyàng,怎样,怎樣,zěnyàng,怎样  zěnyàng,How,what,zànyàng,,,,
玩 / 玩 / wán,Play / play / wán,玩,玩,wán,玩  wán,Play,play,wán,,,,
黑 / 黑 / hēi,Black / black / hēi,黑,黑,hēi,黑  hēi,Black,black,hēi,,,,
银行 / 銀行 / yínháng,Bank / Bank / Yínháng,银行,銀行,yínháng,银行  yínháng,Bank,Bank,Yínháng,,,,
梦 / 夢 / mèng,Dream / Dream / Mèng,梦,夢,mèng,梦  mèng,Dream,Dream,Mèng,,,,
分析 / 分析 / fēnxī,Analysis / analysis / fēnxī,分析,分析,fēnxī,分析  fēnxī,Analysis,analysis,fēnxī,,,,
控制 / 控制 / kòngzhì,Control / control / kòngzhì,控制,控制,kòngzhì,控制  kòngzhì,Control,control,kòngzhì,,,,
带来 / 帶來 / dàilái,Bring / bring / dàilái,带来,帶來,dàilái,带来  dàilái,Bring,bring,dàilái,,,,
简单 / 簡單 / jiǎndān,Simple / simple / jiǎndān,简单,簡單,jiǎndān,简单  jiǎndān,Simple,simple,jiǎndān,,,,
经常 / 經常 / jīngcháng,Frequent / frequently / jīngcháng,经常,經常,jīngcháng,经常  jīngcháng,Frequent,frequently,jīngcháng,,,,
系 / 系 / xì,Department / Department / 系,系,系,xì,系  xì,Department,Department,系,,,,
国内 / 國內 / guónèi,Domestic / domestic / guónèi,国内,國內,guónèi,国内  guónèi,Domestic,domestic,guónèi,,,,
下午 / 下午 / xiàwǔ,Afternoon / afternoon / xiàw 下,下午,下午,xiàwǔ,下午  xiàwǔ,Afternoon,afternoon,xiàw,下,,,
现 / 現 / xiàn,Now / now / xiàn,现,現,xiàn,现  xiàn,Now,now,xiàn,,,,
一定 / 一定 / yídìng,Certain / must / yídìng,一定,一定,yídìng,一定  yídìng,Certain,must,yídìng,,,,
到 / 到 / dào,To / dào,到,到,dào,到  dào,To,dào,,,,,
篇 / 篇 / piān,Article / Piān,篇,篇,piān,篇  piān,Article,Piān,,,,,
派 / 派 / pài,Pie / Pie / Pyrant / Pài,派,派,pài,派  pài,Pie,Pie,Pyrant,Pài,,,
调查 / 調查 / diàochá,Survey / survey / diàochá,调查,調查,diàochá,调查  diàochá,Survey,survey,diàochá,,,,
底 / 底 / dǐ,Bottom / bottom / dǐ,底,底,dǐ,底  dǐ,Bottom,bottom,dǐ,,,,
想到 / 想到 / xiǎngdào,Thinking / thought / xiǎngdào,想到,想到,xiǎngdào,想到  xiǎngdào,Thinking,thought,xiǎngdào,,,,
过 / 過 / guò,Over / guò,过,過,guò,过  guò,Over,guò,,,,,
现象 / 現象 / xiànxiàng,Phenomenon / phenomenon / xiànxiàng,现象,現象,xiànxiàng,现象  xiànxiàng,Phenomenon,phenomenon,xiànxiàng,,,,
落 / 落 / luò,Fall / Luò,落,落,luò,落  luò,Fall,Luò,,,,,
标准 / 標準 / biāozhǔn,Standard / Standard / BIāozhǔn,标准,標準,biāozhǔn,标准  biāozhǔn,Standard,Standard,BIāozhǔn,,,,
安全 / 安全 / ānquán,Safety / Safe / ānquán,安全,安全,ānquán,安全  ānquán,Safety,Safe,ānquán,,,,
小说 / 小説 / xiǎoshuō,Novel / Novel / xiǎoshuō,小说,小説,xiǎoshuō,小说  xiǎoshuō,Novel,Novel,xiǎoshuō,,,,
创造 / 創造 / chuàngzào,Create / create / chuàngzào,创造,創造,chuàngzào,创造  chuàngzào,Create,create,chuàngzào,,,,
现代 / 現代 / xiàndài,Hyundai / Hyundai / xiàndài,现代,現代,xiàndài,现代  xiàndài,Hyundai,Hyundai,xiàndài,,,,
最近 / 最近 / zuìjìn,Recent / recent / zuìjìn,最近,最近,zuìjìn,最近  zuìjìn,Recent,recent,zuìjìn,,,,
改 / 改 / gǎi,Change / change / gǎi,改,改,gǎi,改  gǎi,Change,change,gǎi,,,,
称 / 稱 / chēng,Calculating / call / chēng,称,稱,chēng,称  chēng,Calculating,call,chēng,,,,
似乎 / 似乎 / sìhū,It seems / seems / sìhū,似乎,似乎,sìhū,似乎  sìhū,It,seems,seems,sìhū,,,
安排 / 安排 / ānpái,Arrange / arrange / ānpái,安排,安排,ānpái,安排  ānpái,Arrange,arrange,ānpái,,,,
采取 / 採取 / cǎiqǔ,Take / adopt / cǎiq 采,采取,採取,cǎiqǔ,采取  cǎiqǔ,Take,adopt,cǎiq,采,,,
心理 / 心理 / xīnlǐ,Psychological / psychological / xīnlǐ,心理,心理,xīnlǐ,心理  xīnlǐ,Psychological,psychological,xīnlǐ,,,,
林 / 林 / lín,Lin / Lin / Lín,林,林,lín,林  lín,Lin,Lin,Lín,,,,
回答 / 回答 / huídá,Answer / Answer / huídá,回答,回答,huídá,回答  huídá,Answer,Answer,huídá,,,,
脚 / 腳 / jiǎo,Foot / foot / jiǎo,脚,腳,jiǎo,脚  jiǎo,Foot,foot,jiǎo,,,,
口 / 口 / kǒu,Plus / mouth / kǒu,口,口,kǒu,口  kǒu,Plus,mouth,kǒu,,,,
所谓 / 所謂 / suǒwèi,The so -called / so -called / suǒwèi,所谓,所謂,suǒwèi,所谓  suǒwèi,The,so,-called,so,-called,suǒwèi,
支 / 支 / zhī,Branch / branch / zhī,支,支,zhī,支  zhī,Branch,branch,zhī,,,,
更加 / 更加 / gèngjiā,More / more / gèngjiā,更加,更加,gèngjiā,更加  gèngjiā,More,more,gèngjiā,,,,
按照 / 按照 / ànzhào,Press / according to / ànzhào,按照,按照,ànzhào,按照  ànzhào,Press,according,to,ànzhào,,,
分钟 / 分鐘 / fēnzhōng,Minute / minute / fēnzhōng,分钟,分鐘,fēnzhōng,分钟  fēnzhōng,Minute,minute,fēnzhōng,,,,
文章 / 文章 / wénzhāng,Article / article / wénzhāng,文章,文章,wénzhāng,文章  wénzhāng,Article,article,wénzhāng,,,,
新闻 / 新聞 / xīnwén,News / News / xīnwén,新闻,新聞,xīnwén,新闻  xīnwén,News,News,xīnwén,,,,
成立 / 成立 / chénglì,Establish / establish / chénglì,成立,成立,chénglì,成立  chénglì,Establish,establish,chénglì,,,,
余 / 餘 / yú,Yu / Yu /ú,余,餘,yú,余  yú,Yu,Yu,ú,,,,
口 / 口 / kǒu,Plus / mouth / kǒu,口,口,kǒu,口  kǒu,Plus,mouth,kǒu,,,,
程度 / 程度 / chéngdù,Degree / degree / chéngdù,程度,程度,chéngdù,程度  chéngdù,Degree,degree,chéngdù,,,,
专家 / 專家 / zhuānjiā,Expert / expert / zhuānjiā,专家,專家,zhuānjiā,专家  zhuānjiā,Expert,expert,zhuānjiā,,,,
健康 / 健康 / jiànkāng,Health / Health / JiàNkāng,健康,健康,jiànkāng,健康  jiànkāng,Health,Health,JiàNkāng,,,,
尽管 / 儘管 / jì’guǎn,Although / desp,尽管,儘管,jì’guǎn,尽管  jì’guǎn,Although,desp,,,,,
声 / 聲 / shēng,Sound / sound / shēng,声,聲,shēng,声  shēng,Sound,sound,shēng,,,,
人家 / 人家 / rénjia,People / Rénjia,人家,人家,rénjia,人家  rénjia,People,Rénjia,,,,,
经营 / 經營 / jīngyíng,Operation / business / jīngyíng,经营,經營,jīngyíng,经营  jīngyíng,Operation,business,jīngyíng,,,,
著名 / 著名 / zhùmíng,Famous / famous / zhùmíng,著名,著名,zhùmíng,著名  zhùmíng,Famous,famous,zhùmíng,,,,
原则 / 原則 / yuánzé,Principles / Principles / Yuánzé,原则,原則,yuánzé,原则  yuánzé,Principles,Principles,Yuánzé,,,,
"当年 / 當年 / dāngnián, dàngnián","That year / then / dāngnián, dàngnián",当年,,dāngnián,当年  dāngnián,That,year,then,"dāngnián,",dàngnián,,
冲 / 沖 / chōng,Chong / chōng / chōng,冲,沖,chōng,冲  chōng,Chong,chōng,chōng,,,,
找到 / 找到 / zhǎodào,Find / find / zhǎodào,找到,找到,zhǎodào,找到  zhǎodào,Find,find,zhǎodào,,,,
声音 / 聲音 / shēngyīn,Sound / sound / shēngyīn,声音,聲音,shēngyīn,声音  shēngyīn,Sound,sound,shēngyīn,,,,
菜 / 菜 / cài,Vegetable / vegetable / cài,菜,菜,cài,菜  cài,Vegetable,vegetable,cài,,,,
说明 / 説明 / shuōmíng,Note / Description / shuōmíng,说明,説明,shuōmíng,说明  shuōmíng,Note,Description,shuōmíng,,,,
懂 / 懂 / dǒng,Understand / understand / dǒng,懂,懂,dǒng,懂  dǒng,Understand,understand,dǒng,,,,
反对 / 反對 / fănduì,Opposition / opposition / fmbnduì,反对,反對,fănduì,反对  fănduì,Opposition,opposition,fmbnduì,,,,
讨论 / 討論 / tǎolùn,Discussion / Discussion / Tǎolùn,讨论,討論,tǎolùn,讨论  tǎolùn,Discussion,Discussion,Tǎolùn,,,,
"嗯 / 嗯 / ēn, ńg, ňg, ǹg","Hmm / um / ēn, ńg, ňg, ǹg",嗯,,,嗯  ,Hmm,um,"ēn,","ńg,","ňg,",ǹg,
系统 / 系統 / xìtǒng,System / System / Xìtǒng,系统,系統,xìtǒng,系统  xìtǒng,System,System,Xìtǒng,,,,
感情 / 感情 / gǎnqíng,Feeling / emotion / gǎnqíng,感情,感情,gǎnqíng,感情  gǎnqíng,Feeling,emotion,gǎnqíng,,,,
组织 / 組織 / zǔzhī,Organization / Organization / Zīzhī,组织,組織,zǔzhī,组织  zǔzhī,Organization,Organization,Zīzhī,,,,
仍然 / 仍然 / réngrán,Still / still / réngrán,仍然,仍然,réngrán,仍然  réngrán,Still,still,réngrán,,,,
性 / 性 / xìng,Sex / sex / xìng,性,性,xìng,性  xìng,Sex,sex,xìng,,,,
土地 / 土地 / tǔdì,Land / Land / T 土ddì,土地,土地,tǔdì,土地  tǔdì,Land,Land,T,土ddì,,,
任务 / 任務 / rènwù,Task / task / rènwù,任务,任務,rènwù,任务  rènwù,Task,task,rènwù,,,,
代 / 代 / dài,Generation / generation / dài,代,代,dài,代  dài,Generation,generation,dài,,,,
认真 / 認真 / rènzhēn,Serious / serious / rènzhēn,认真,認真,rènzhēn,认真  rènzhēn,Serious,serious,rènzhēn,,,,
样子 / 樣子 / yàngzi,Look / look / yàngzi,样子,樣子,yàngzi,样子  yàngzi,Look,look,yàngzi,,,,
农业 / 農業 / nóngyè,Agriculture / Agriculture / Nóngyè,农业,農業,nóngyè,农业  nóngyè,Agriculture,Agriculture,Nóngyè,,,,
工程 / 工程 / gōngchéng,Project / Engineering / Gōngchéng,工程,工程,gōngchéng,工程  gōngchéng,Project,Engineering,Gōngchéng,,,,
成绩 / 成績 / chéngjī,Score / Score / Chéngjī,成绩,成績,chéngjī,成绩  chéngjī,Score,Score,Chéngjī,,,,
老人 / 老人 / lǎorén,Old man / old man / lǎorén,老人,老人,lǎorén,老人  lǎorén,Old,man,old,man,lǎorén,,
随着 / 隨著 / suízhe,With / suízhe,随着,隨著,suízhe,随着  suízhe,With,suízhe,,,,,
加强 / 加強 / jiāqiáng,Strengthen / strengthen / jiāqiáng,加强,加強,jiāqiáng,加强  jiāqiáng,Strengthen,strengthen,jiāqiáng,,,,
拍 / 拍 / pāi,Shoot / shoot / pāi,拍,拍,pāi,拍  pāi,Shoot,shoot,pāi,,,,
不行 / 不行 / bùxíng,No / no / bùxíng,不行,不行,bùxíng,不行  bùxíng,No,no,bùxíng,,,,
节目 / 節目 / jiémù,Program / program / jiémù,节目,節目,jiémù,节目  jiémù,Program,program,jiémù,,,,
真正 / 真正 / zhēnzhèng,True / true / zhēnzhèng,真正,真正,zhēnzhèng,真正  zhēnzhèng,TRUE,TRUE,zhēnzhèng,,,,
自由 / 自由 / zìyóu,Freedom / freedom / zìyóu,自由,自由,zìyóu,自由  zìyóu,Freedom,freedom,zìyóu,,,,
直 / 直 / zhí,Straight / straight / zhí,直,直,zhí,直  zhí,Straight,straight,zhí,,,,
来自 / 來自 / láizì,From / láizì,来自,來自,láizì,来自  láizì,From,láizì,,,,,
除了 / 除了 / chúle,Except / except / chúle,除了,除了,chúle,除了  chúle,Except,except,chúle,,,,
县 / 縣 / xiàn,County / County / xiàn,县,縣,xiàn,县  xiàn,County,County,xiàn,,,,
人才 / 人才 / réncái,Talent / Talent / Réncái,人才,人才,réncái,人才  réncái,Talent,Talent,Réncái,,,,
教 / 敎 / jiào,Teaching / à / jiào,教,敎,jiào,教  jiào,Teaching,à,jiào,,,,
重新 / 重新 / chóngxīn,Re - / chóngxīn,重新,重新,chóngxīn,重新  chóngxīn,again,,,,,,
总统 / 總統 / zǒngtǒng,President / President / Zǒngtǒng,总统,總統,zǒngtǒng,总统  zǒngtǒng,President,President,Zǒngtǒng,,,,
军队 / 軍隊 / jūnduì,Army / Army / Jūnduì,军队,軍隊,jūnduì,军队  jūnduì,Army,Army,Jūnduì,,,,
并且 / 並且 / bìngqiě,And / and / bìngqi 并,并且,並且,bìngqiě,并且  bìngqiě,And,and,bìngqi,并,,,
方向 / 方向 / fāngxiàng,Direction / direction / fāngxiàng,方向,方向,fāngxiàng,方向  fāngxiàng,Direction,direction,fāngxiàng,,,,
形式 / 形式 / xíngshì,Form / form / xíngshì,形式,形式,xíngshì,形式  xíngshì,Form,form,xíngshì,,,,
意识 / 意識 / yìshí,Consciousness / consciousness / yìshí,意识,意識,yìshí,意识  yìshí,Consciousness,consciousness,yìshí,,,,
紧张 / 緊張 / jǐnzhāng,Tension / tension / jǐnzhāng,紧张,緊張,jǐnzhāng,紧张  jǐnzhāng,Tension,tension,jǐnzhāng,,,,
科技 / 科技 / kējì,Technology / Technology / Kējì,科技,科技,kējì,科技  kējì,Technology,Technology,Kējì,,,,
社会主义 / 社會主義 / shèhuìzhǔyì,Socialism / Socialism / SHèhuìzhǔYì,社会主义,社會主義,shèhuìzhǔyì,社会主义  shèhuìzhǔyì,Socialism,Socialism,SHèhuìzhǔYì,,,,
村 / 村 / cūn,Village / Village / Cūn,村,村,cūn,村  cūn,Village,Village,Cūn,,,,
看见 / 看見 / kànjiàn,See / see / kànjiàn,看见,看見,kànjiàn,看见  kànjiàn,See,see,kànjiàn,,,,
忙 / 忙 / máng,Busy / busy / máng,忙,忙,máng,忙  máng,Busy,busy,máng,,,,
事实 / 事竇 / shìshí,Facts / Sinus / shìshí,事实,事竇,shìshí,事实  shìshí,Facts,Sinus,shìshí,,,,
女性 / 女性 / nǚxìng,Women / Women / Nnxìng,女性,女性,nǚxìng,女性  nǚxìng,Women,Women,Nnxìng,,,,
巨大 / 巨大 / jùdà,Huge / huge / jùdà,巨大,巨大,jùdà,巨大  jùdà,Huge,huge,jùdà,,,,
会 / 會 / huì,Will / Huì,会,會,huì,会  huì,Will,Huì,,,,,
